Département fédéral de l'intérieur DFI
Office fédéral de météorologie et de climatologie
MétéoSuisse

Date de création: 01.07.2016 / Date de validation: cf. date de création

Valeurs mensuelles Pression atmosphérique à la station / hectopascal / Normales 1981-2010

Station	Altitude [m]	Coordonnées CH	Période de référence	Jan	Fév	Mar	Avr	Mai	Jun	Jul	Aoû	Sep	Oct	Nov	Dec	Ann.
Interlaken	577	633019 / 169093	01.1981-12.2010	951.4	949.8	948.8	946.1	947.9	949.8	950.5	950.3	950.4	949.9	949.1	949.8	949.5
Jungfraujoch	3580	641930 / 155275	01.1981-12.2010	650.3	648.8	649.7	650.2	655.6	659.8	662.7	662.4	659.9	657.0	651.9	650.1	654.9
Koppigen	484	612662 / 218664	01.1981-12.2010	962.5	960.8	959.8	957.1	958.6	960.4	961.0	960.7	961.0	960.7	960.1	960.9	960.3
La Chaux-de-Fonds	1018	550919 / 214861	01.1981-12.2010	900.8	899.5	899.3	897.4	899.9	902.2	903.2	902.9	902.4	901.1	899.4	899.4	900.6
La Dôle	1669	497061 / 142362	01.1981-12.2010	830.0	828.6	828.9	827.8	831.2	834.2	835.9	835.5	834.2	832.3	829.4	828.9	831.4
Langnau i.E.	745	628005 / 198792	01.1981-12.2010	932.2	930.7	930.0	927.8	929.8	931.9	932.8	932.5	932.3	931.5	930.4	930.8	931.1
Le Moléson	1974	567723 / 155072	01.1981-12.2010	798.6	797.2	797.7	796.8	800.7	803.9	805.8	805.5	803.9	801.8	798.5	797.7	800.7
Locarno / Monti	366	704160 / 114350	01.1981-12.2010	974.6	972.9	971.3	969.0	970.6	971.1	971.5	971.4	972.3	973.3	972.4	973.2	972.0
Lugano	273	717874 / 95884	01.1981-12.2010	983.3	981.5	979.7	977.4	978.7	979.2	979.3	979.2	980.4	981.6	980.7	981.7	980.2
Luzern	454	665540 / 209848	01.1981-12.2010	966.0	964.3	963.2	960.4	961.9	963.7	964.4	964.1	964.6	964.2	963.6	964.3	963.7
Lägern	845	672250 / 259460	01.1981-12.2010	920.1	918.7	918.3	916.4	918.6	920.6	921.5	921.2	921.0	919.8	918.4	918.7	919.4
Magadino / Cadenazzo	203	715480 / 113162	01.1981-12.2010	995.0	993.1	991.2	988.6	989.9	990.3	990.5	990.4	991.6	993.0	992.4	993.5	991.6
Meiringen	588	655844 / 175930	01.1981-12.2010	950.2	948.6	947.8	945.1	946.9	948.9	949.9	949.8	949.7	949.0	948.1	948.7	948.6
Montana	1427	601706 / 127482	01.1981-12.2010	856.1	854.6	854.6	853.1	856.3	858.9	860.4	860.2	859.2	857.9	855.4	855.0	856.8
Napf	1403	638133 / 206079	01.1981-12.2010	858.0	856.7	856.9	855.6	858.7	861.3	862.7	862.3	861.4	859.7	857.3	856.9	859.0
Neuchâtel	485	563087 / 205560	01.1981-12.2010	962.5	960.9	959.7	956.9	958.5	960.2	960.8	960.6	961.0	960.6	960.1	960.9	960.2
Nyon / Changins	455	506880 / 139573	01.1981-12.2010	966.0	964.3	963.1	960.1	961.7	963.4	963.9	963.6	964.0	963.9	963.4	964.3	963.5
PSI Würenlingen	334	659540 / 265600	01.1981-12.2010	980.6	979.0	977.6	974.7	976.0	977.5	978.0	977.7	978.4	978.3	978.0	978.9	977.9
Passo del Bernina	2260	798422 / 143020	01.1981-12.2010	765.8	764.1	764.4	764.4	768.8	771.8	773.9	773.6	772.0	770.2	766.3	765.1	768.4
Payerne	490	562127 / 184612	01.1981-12.2010	962.2	960.5	959.4	956.5	958.1	959.9	960.5	960.3	960.7	960.2	959.7	960.6	959.9
Pilatus	2106	661910 / 203410	01.1981-12.2010	785.6	784.2	784.7	784.2	788.2	791.4	793.4	793.1	791.5	789.3	785.7	784.8	788.0
Piotta	990	695888 / 152261	01.1981-12.2010	904.1	902.5	901.9	900.3	902.8	904.4	905.5	905.3	905.2	904.9	903.0	903.0	903.6
Piz Corvatsch	3302	783151 / 143522	01.1981-12.2010	673.8	672.2	673.1	673.7	678.9	682.8	685.5	685.2	682.8	680.3	675.3	673.5	678.1
Plaffeien	1042	586808 / 177400	01.1981-12.2010	897.7	896.4	896.1	894.2	896.7	899.1	900.3	900.0	899.4	898.1	896.4	896.4	897.6
Poschiavo / Robbia	1078	801850 / 136180	01.1981-12.2010	893.9	892.2	891.6	890.3	893.0	894.6	895.8	895.7	895.6	895.3	892.9	892.8	893.6
Pully	455	540811 / 151514	01.1981-12.2010	965.9	964.2	963.1	960.1	961.7	963.4	964.0	963.7	964.0	963.8	963.3	964.2	963.5
Robièi	1896	682588 / 144091	01.1981-12.2010	807.0	805.4	805.7	805.2	809.0	811.5	813.2	812.9	811.7	810.3	807.0	806.1	808.8
Rünenberg	611	633246 / 253846	01.1981-12.2010	947.0	945.6	944.8	942.5	944.3	946.2	946.9	946.5	946.7	946.0	945.0	945.5	945.6
S. Bernardino	1638	734112 / 147296	01.1981-12.2010	833.6	832.0	832.1	831.3	834.8	837.2	838.8	838.6	837.7	836.4	833.3	832.6	834.9
Samedan	1708	787210 / 155700	01.1981-12.2010	826.5	824.8	824.8	824.0	827.5	829.9	831.5	831.2	830.2	829.0	826.2	825.6	827.6
Schaffhausen	438	688698 / 282796	01.1981-12.2010	968.0	966.5	965.1	962.5	964.1	965.7	966.3	966.0	966.5	966.1	965.6	966.3	965.7
Scuol	1303	817135 / 186393	01.1981-12.2010	869.8	867.9	867.3	866.0	868.8	871.0	872.3	872.1	871.6	870.8	868.8	868.7	869.6
Sion	482	591630 / 118575	01.1981-12.2010	963.3	961.3	959.8	956.6	958.2	959.8	960.5	960.3	960.8	960.9	960.6	961.6	960.3
St. Gallen	775	747865 / 254588	01.1981-12.2010	928.1	926.7	926.0	924.0	926.0	928.0	928.8	928.5	928.5	927.6	926.3	926.6	927.1
Sta. Maria, Val Müstair	1383	828861 / 165580	01.1981-12.2010	860.3	858.7	858.5	857.7	859.8	861.9	863.3	863.0	862.5	861.9	859.8	859.3	860.6
Stabio	353	716050 / 77966	01.1981-12.2010	976.9	975.2	973.6	971.3	972.6	973.1	973.3	973.2	974.3	975.4	974.5	975.4	974.1
Säntis	2502	744200 / 234920	01.1981-12.2010	747.2	745.8	746.5	746.6	751.1	754.5	756.7	756.3	754.4	752.1	748.0	746.7	750.5
Ulrichen	1345	666740 / 150760	01.1981-12.2010	865.2	863.6	863.3	861.9	864.7	867.0	868.3	868.0	867.4	866.4	864.3	864.1	865.4
Vaduz	457	757719 / 221697	01.1981-12.2010	965.5	963.9	962.7	960.0	961.5	963.3	964.0	963.7	964.1	963.7	963.2	964.0	963.3
Visp	639	631149 / 128020	01.1981-12.2010	944.5	942.6	941.1	938.5	940.2	941.8	942.6	942.5	942.8	942.8	942.1	942.9	942.0
Weissfluhjoch	2691	780615 / 189634	01.1981-12.2010	730.7	729.2	729.9	730.1	734.7	738.2	740.5	740.2	738.2	735.9	731.5	730.1	734.1
Wynau	422	626400 / 233850	01.1981-12.2010	970.2	968.6	967.3	964.4	965.9	967.6	968.1	967.8	968.3	968.1	967.7	968.6	967.7
Wädenswil	485	693847 / 230744	01.1981-12.2010	962.2	960.6	959.5	956.8	958.4	960.2	960.9	960.6	960.9	960.5	959.9	960.6	960.1
Zermatt	1638	624350 / 97560	01.1981-12.2010	833.9	832.3	832.2	831.0	834.3	836.9	838.5	838.2	837.2	835.9	833.3	832.8	834.7
Zürich / Affoltern	443	681428 / 253546	01.1981-12.2010	967.2	965.6	964.4	961.8	963.3	965.0	965.6	965.3	965.7	965.3	964.8	965.5	965.0
Zürich / Fluntern	555	685117 / 248066	01.1981-12.2010	953.8	952.2	951.3	948.8	950.5	952.3	953.0	952.6	952.9	952.4	951.6	952.2	952.0
Zürich / Kloten	426	682710 / 259339	01.1981-12.2010	969.2	967.7	966.5	963.7	965.2	966.8	967.5	967.2	967.7	967.3	966.8	967.6	966.9

