quarter_start	company_ticker	revenue
2010-01-01	CSCO	9815
2010-04-01	CSCO	10368
2010-07-01	CSCO	10836
2010-10-01	CSCO	10750
2011-01-01	CSCO	10407
2011-04-01	CSCO	10866
2011-07-01	CSCO	11195
2011-10-01	CSCO	11256
2012-01-01	CSCO	11527
2012-04-01	CSCO	11588
2012-07-01	CSCO	11690
2012-10-01	CSCO	11876
2013-01-01	CSCO	12098
2013-04-01	CSCO	12216
2013-07-01	CSCO	12417
2013-10-01	CSCO	12085
2014-01-01	CSCO	11155
2014-04-01	CSCO	11545
2014-07-01	CSCO	12357
2014-10-01	CSCO	12245
2015-01-01	CSCO	11936
2015-04-01	CSCO	12137
2000-01-01	CVX	11727
2000-04-01	CVX	13224
2000-07-01	CVX	13621
2000-10-01	CVX	80558
2001-01-01	CVX	12298
2001-04-01	CVX	13006
2001-07-01	CVX	11909
2001-10-01	CVX	69032
2002-01-01	CVX	20844
2002-04-01	CVX	25333
2002-07-01	CVX	25681
2002-10-01	CVX	26682
2003-01-01	CVX	30762
2003-04-01	CVX	29361
2003-07-01	CVX	29526
2003-10-01	CVX	35671
2004-01-01	CVX	33645
2004-04-01	CVX	35275
2004-07-01	CVX	38680
2004-10-01	CVX	48510
2005-01-01	CVX	41607
2005-04-01	CVX	48343
2005-07-01	CVX	54456
2005-10-01	CVX	53794
2006-01-01	CVX	54624
2006-04-01	CVX	53536
2006-07-01	CVX	54212
2006-10-01	CVX	47746
2007-01-01	CVX	48227
2007-04-01	CVX	56094
2007-07-01	CVX	55173
2007-10-01	CVX	61410
2008-01-01	CVX	65946
2008-04-01	CVX	82989
2008-07-01	CVX	78867
2008-10-01	CVX	45203
2009-01-01	CVX	36130
2009-04-01	CVX	40205
2009-07-01	CVX	46625
2009-10-01	CVX	48676
2010-01-01	CVX	48179
2010-04-01	CVX	53004
2010-07-01	CVX	49718
2010-10-01	CVX	54027
2011-01-01	CVX	60341
2011-04-01	CVX	68948
2011-07-01	CVX	64432
2011-10-01	CVX	59985
2012-01-01	CVX	60705
2012-04-01	CVX	62608
2012-07-01	CVX	58044
2012-10-01	CVX	60552
2013-01-01	CVX	56818
2013-04-01	CVX	57369
2013-07-01	CVX	58503
2013-10-01	CVX	56158
2014-01-01	CVX	53265
2014-04-01	CVX	57938
2014-07-01	CVX	54679
2014-10-01	CVX	46088
2015-01-01	CVX	34558
2015-04-01	CVX	40357
2000-01-01	DD	7941
2000-04-01	DD	7914
2000-07-01	DD	6445
2000-10-01	DD	7250
2001-01-01	DD	7029
2001-04-01	DD	7213
2001-07-01	DD	5776
2001-10-01	DD	5352
2002-01-01	DD	6199
2002-04-01	DD	6725
2002-07-01	DD	5737
2002-10-01	DD	5861
2003-01-01	DD	7186
2003-04-01	DD	7515
2003-07-01	DD	6361
2003-10-01	DD	6668
2004-01-01	DD	8205
2004-04-01	DD	7732
2004-07-01	DD	6027
2004-10-01	DD	6031
2005-01-01	DD	7826
2005-04-01	DD	8122
2005-07-01	DD	6308
2005-10-01	DD	6235
2006-01-01	DD	7664
2006-04-01	DD	7838
2006-07-01	DD	6309
2006-10-01	DD	7837
2007-01-01	DD	7845
2007-04-01	DD	7875
2007-07-01	DD	6675
2007-10-01	DD	6983
2008-01-01	DD	8770
2008-04-01	DD	9279
2008-07-01	DD	7717
2008-10-01	DD	6070
2009-01-01	DD	7270
2009-04-01	DD	7088
2009-07-01	DD	6156
2009-10-01	DD	6814
2010-01-01	DD	8844
2010-04-01	DD	9080
2010-07-01	DD	7067
2010-10-01	DD	7742
2011-01-01	DD	10059
2011-04-01	DD	10493
2011-07-01	DD	8303
2011-10-01	DD	7681
2012-01-01	DD	10194
2012-04-01	DD	10208
2012-07-01	DD	7336
2012-10-01	DD	7572
2013-01-01	DD	10500
2013-04-01	DD	10003
2013-07-01	DD	7805
2013-10-01	DD	7836
2014-01-01	DD	10145
2014-04-01	DD	10114
2014-07-01	DD	7868
2014-10-01	DD	7919
2015-01-01	DD	9370
2015-04-01	DD	8878
2000-01-01	DIS	6307
2000-04-01	DIS	6053
2000-07-01	DIS	6118
2000-10-01	DIS	7433
2001-01-01	DIS	6049
2001-04-01	DIS	5960
2001-07-01	DIS	5786
2001-10-01	DIS	7016
2002-01-01	DIS	5856
2002-04-01	DIS	5795
2002-07-01	DIS	6662
2002-10-01	DIS	7170
2003-01-01	DIS	6500
2003-04-01	DIS	6377
2003-07-01	DIS	7014
2003-10-01	DIS	8549
2004-01-01	DIS	7189
2004-04-01	DIS	7471
2004-07-01	DIS	7543
2004-10-01	DIS	8666
2005-01-01	DIS	7829
2005-04-01	DIS	7715
2005-07-01	DIS	7164
2005-10-01	DIS	8854
2006-01-01	DIS	8027
2006-04-01	DIS	8474
2006-07-01	DIS	8652
2006-10-01	DIS	9581
2007-01-01	DIS	7954
2007-04-01	DIS	9045
2007-07-01	DIS	8930
2007-10-01	DIS	10452
2008-01-01	DIS	8710
2008-04-01	DIS	9236
2008-07-01	DIS	9445
2008-10-01	DIS	9599
2009-01-01	DIS	8087
2009-04-01	DIS	8596
2009-07-01	DIS	9867
2009-10-01	DIS	9739
2010-01-01	DIS	8580
2010-04-01	DIS	10002
2010-07-01	DIS	9742
2010-10-01	DIS	10716
2011-01-01	DIS	9077
2011-04-01	DIS	10675
2011-07-01	DIS	10425
2011-10-01	DIS	10779
2012-01-01	DIS	9629
2012-04-01	DIS	11088
2012-07-01	DIS	10782
2012-10-01	DIS	11341
2013-01-01	DIS	10554
2013-04-01	DIS	11578
2013-07-01	DIS	11568
2013-10-01	DIS	12309
2014-01-01	DIS	11649
2014-04-01	DIS	12466
2014-07-01	DIS	12389
2014-10-01	DIS	13391
2015-01-01	DIS	12461
2015-04-01	DIS	13101
2000-01-01	GE	29996
2000-04-01	GE	32862
2000-07-01	GE	32014
2000-10-01	GE	34981
2001-01-01	GE	30493
2001-04-01	GE	31977
2001-07-01	GE	29468
2001-10-01	GE	33975
2002-01-01	GE	30521
2002-04-01	GE	33332
2002-07-01	GE	32719
2002-10-01	GE	35513
2003-01-01	GE	30456
2003-04-01	GE	33373
2003-07-01	GE	33394
2003-10-01	GE	36964
2004-01-01	GE	33592
2004-04-01	GE	36781
2004-07-01	GE	38336
2004-10-01	GE	25772
2005-01-01	GE	34350
2005-04-01	GE	36539
2005-07-01	GE	36368
2005-10-01	GE	40699
2006-01-01	GE	38029
2006-04-01	GE	37745
2006-07-01	GE	37874
2006-10-01	GE	41304
2007-01-01	GE	39200
2007-04-01	GE	42384
2007-07-01	GE	42512
2007-10-01	GE	48533
2008-01-01	GE	42228
2008-04-01	GE	46840
2008-07-01	GE	47234
2008-10-01	GE	46213
2009-01-01	GE	38438
2009-04-01	GE	39108
2009-07-01	GE	37799
2009-10-01	GE	39933
2010-01-01	GE	36204
2010-04-01	GE	36928
2010-07-01	GE	35373
2010-10-01	GE	41225
2011-01-01	GE	38329
2011-04-01	GE	35623
2011-07-01	GE	35364
2011-10-01	GE	37972
2012-01-01	GE	35080
2012-04-01	GE	36397
2012-07-01	GE	36254
2012-10-01	GE	38953
2013-01-01	GE	34943
2013-04-01	GE	35059
2013-07-01	GE	35661
2013-10-01	GE	40382
2014-01-01	GE	33548
2014-04-01	GE	36233
2014-07-01	GE	36174
2014-10-01	GE	42004
2015-01-01	GE	29356
2015-04-01	GE	32754
2000-01-01	GS	4493
2000-04-01	GS	4155
2000-07-01	GS	4527
2000-10-01	GS	3415
2001-01-01	GS	4733
2001-04-01	GS	3990
2001-07-01	GS	3661
2001-10-01	GS	3427
2002-01-01	GS	3598
2002-04-01	GS	3851
2002-07-01	GS	3649
2002-10-01	GS	2888
2003-01-01	GS	4187
2003-04-01	GS	3985
2003-07-01	GS	3793
2003-10-01	GS	4058
2004-01-01	GS	6032
2004-04-01	GS	5638
2004-07-01	GS	4647
2004-10-01	GS	4634
2005-01-01	GS	6515
2005-04-01	GS	4927
2005-07-01	GS	7393
2005-10-01	GS	6403
2006-01-01	GS	10433
2006-04-01	GS	10241
2006-07-01	GS	7584
2006-10-01	GS	9407
2007-01-01	GS	12730
2007-04-01	GS	10182
2007-07-01	GS	12334
2007-10-01	GS	10741
2008-01-01	GS	8335
2008-04-01	GS	9422
2008-07-01	GS	6043
2008-10-01	GS	-1578
2009-01-01	GS	9425
2009-04-01	GS	13761
2009-07-01	GS	12372
2009-10-01	GS	9615
2010-01-01	GS	12775
2010-04-01	GS	8841
2010-07-01	GS	8903
2010-10-01	GS	8642
2011-01-01	GS	11894
2011-04-01	GS	7281
2011-07-01	GS	3587
2011-10-01	GS	6049
2012-01-01	GS	9949
2012-04-01	GS	6627
2012-07-01	GS	8351
2012-10-01	GS	9236
2013-01-01	GS	10090
2013-04-01	GS	8612
2013-07-01	GS	6722
2013-10-01	GS	8782
2014-01-01	GS	9328
2014-04-01	GS	9125
2014-07-01	GS	8387
2014-10-01	GS	7688
2015-01-01	GS	10617
2015-04-01	GS	9069
2000-01-01	HD	9174
2000-04-01	HD	11112
2000-07-01	HD	12618
2000-10-01	HD	11545
2001-01-01	HD	10463
2001-04-01	HD	12200
2001-07-01	HD	14576
2001-10-01	HD	13289
2002-01-01	HD	13488
2002-04-01	HD	14282
2002-07-01	HD	16277
2002-10-01	HD	14475
2003-01-01	HD	13213
2003-04-01	HD	15104
2003-07-01	HD	17989
2003-10-01	HD	16598
2004-01-01	HD	15125
2004-04-01	HD	17550
2004-07-01	HD	19960
2004-10-01	HD	18772
2005-01-01	HD	16812
2005-04-01	HD	18973
2005-07-01	HD	22305
2005-10-01	HD	20744
2006-01-01	HD	14997
2006-04-01	HD	21461
2006-07-01	HD	22592
2006-10-01	HD	19648
2007-01-01	HD	17404
2007-04-01	HD	18545
2007-07-01	HD	22184
2007-10-01	HD	18961
2008-01-01	HD	17659
2008-04-01	HD	17907
2008-07-01	HD	20990
2008-10-01	HD	17784
2009-01-01	HD	14607
2009-04-01	HD	16175
2009-07-01	HD	19071
2009-10-01	HD	16361
2010-01-01	HD	14569
2010-04-01	HD	16863
2010-07-01	HD	19410
2010-10-01	HD	16598
2011-01-01	HD	15126
2011-04-01	HD	16823
2011-07-01	HD	20232
2011-10-01	HD	17326
2012-01-01	HD	16014
2012-04-01	HD	17808
2012-07-01	HD	20570
2012-10-01	HD	18130
2013-01-01	HD	18246
2013-04-01	HD	19124
2013-07-01	HD	22522
2013-10-01	HD	19470
2014-01-01	HD	17696
2014-04-01	HD	19687
2014-07-01	HD	23811
2014-10-01	HD	20516
2015-01-01	HD	19162
2015-04-01	HD	20891
2000-01-01	IBM	19348
2000-04-01	IBM	21651
2000-07-01	IBM	21781
2000-10-01	IBM	25616
2001-01-01	IBM	21044
2001-04-01	IBM	20834
2001-07-01	IBM	19783
2001-10-01	IBM	22141
2002-01-01	IBM	18030
2002-04-01	IBM	19651
2002-07-01	IBM	19821
2002-10-01	IBM	23684
2003-01-01	IBM	20065
2003-04-01	IBM	21631
2003-07-01	IBM	21522
2003-10-01	IBM	25913
2004-01-01	IBM	22175
2004-04-01	IBM	23098
2004-07-01	IBM	23349
2004-10-01	IBM	27671
2005-01-01	IBM	22908
2005-04-01	IBM	22270
2005-07-01	IBM	21529
2005-10-01	IBM	24427
2006-01-01	IBM	20659
2006-04-01	IBM	21890
2006-07-01	IBM	22617
2006-10-01	IBM	26258
2007-01-01	IBM	22029
2007-04-01	IBM	23772
2007-07-01	IBM	24119
2007-10-01	IBM	28866
2008-01-01	IBM	24502
2008-04-01	IBM	26820
2008-07-01	IBM	25302
2008-10-01	IBM	27007
2009-01-01	IBM	21711
2009-04-01	IBM	23250
2009-07-01	IBM	23566
2009-10-01	IBM	27230
2010-01-01	IBM	22858
2010-04-01	IBM	23723
2010-07-01	IBM	24271
2010-10-01	IBM	29018
2011-01-01	IBM	24607
2011-04-01	IBM	26667
2011-07-01	IBM	26157
2011-10-01	IBM	29486
2012-01-01	IBM	24673
2012-04-01	IBM	25783
2012-07-01	IBM	24747
2012-10-01	IBM	29304
2013-01-01	IBM	23408
2013-04-01	IBM	24924
2013-07-01	IBM	23338
2013-10-01	IBM	27385
2014-01-01	IBM	22236
2014-04-01	IBM	24364
2014-07-01	IBM	22397
2014-10-01	IBM	24113
2015-01-01	IBM	19590
2015-04-01	IBM	20813
2000-01-01	INTC	7993
2000-04-01	INTC	8300
2000-07-01	INTC	8731
2000-10-01	INTC	8702
2001-01-01	INTC	6677
2001-04-01	INTC	6334
2001-07-01	INTC	6545
2001-10-01	INTC	6983
2002-01-01	INTC	6781
2002-04-01	INTC	6319
2002-07-01	INTC	6504
2002-10-01	INTC	7160
2003-01-01	INTC	6751
2003-04-01	INTC	6816
2003-07-01	INTC	7833
2003-10-01	INTC	8741
2004-01-01	INTC	8091
2004-04-01	INTC	8049
2004-07-01	INTC	8471
2004-10-01	INTC	9598
2005-01-01	INTC	9434
2005-04-01	INTC	9231
2005-07-01	INTC	9960
2005-10-01	INTC	10201
2006-01-01	INTC	8940
2006-04-01	INTC	8009
2006-07-01	INTC	8739
2006-10-01	INTC	9694
2007-01-01	INTC	8852
2007-04-01	INTC	8680
2007-07-01	INTC	10090
2007-10-01	INTC	10712
2008-01-01	INTC	9673
2008-04-01	INTC	9470
2008-07-01	INTC	10217
2008-10-01	INTC	8226
2009-01-01	INTC	7145
2009-04-01	INTC	8024
2009-07-01	INTC	9389
2009-10-01	INTC	10569
2010-01-01	INTC	10299
2010-04-01	INTC	10765
2010-07-01	INTC	11102
2010-10-01	INTC	11457
2011-01-01	INTC	12847
2011-04-01	INTC	13032
2011-07-01	INTC	14233
2011-10-01	INTC	13887
2012-01-01	INTC	12906
2012-04-01	INTC	13501
2012-07-01	INTC	13457
2012-10-01	INTC	13477
2013-01-01	INTC	12580
2013-04-01	INTC	12811
2013-07-01	INTC	13483
2013-10-01	INTC	13834
2014-01-01	INTC	12764
2014-04-01	INTC	13831
2014-07-01	INTC	14554
2014-10-01	INTC	14721
2015-01-01	INTC	12781
2015-04-01	INTC	13195
2000-01-01	JNJ	7319
2000-04-01	JNJ	7670
2000-07-01	JNJ	7438
2000-10-01	JNJ	6624
2001-01-01	JNJ	7855
2001-04-01	JNJ	8179
2001-07-01	JNJ	8058
2001-10-01	JNJ	8225
2002-01-01	JNJ	8743
2002-04-01	JNJ	9073
2002-07-01	JNJ	9079
2002-10-01	JNJ	9403
2003-01-01	JNJ	9821
2003-04-01	JNJ	10332
2003-07-01	JNJ	10455
2003-10-01	JNJ	11254
2004-01-01	JNJ	11559
2004-04-01	JNJ	11484
2004-07-01	JNJ	11553
2004-10-01	JNJ	12752
2005-01-01	JNJ	12832
2005-04-01	JNJ	12762
2005-07-01	JNJ	12310
2005-10-01	JNJ	12610
2006-01-01	JNJ	12992
2006-04-01	JNJ	13363
2006-07-01	JNJ	13287
2006-10-01	JNJ	13682
2007-01-01	JNJ	15037
2007-04-01	JNJ	15131
2007-07-01	JNJ	14970
2007-10-01	JNJ	15957
2008-01-01	JNJ	16194
2008-04-01	JNJ	16450
2008-07-01	JNJ	15921
2008-10-01	JNJ	15182
2009-01-01	JNJ	15026
2009-04-01	JNJ	15239
2009-07-01	JNJ	15081
2009-10-01	JNJ	16551
2010-01-01	JNJ	15631
2010-04-01	JNJ	15330
2010-07-01	JNJ	14982
2010-10-01	JNJ	15644
2011-01-01	JNJ	16173
2011-04-01	JNJ	16597
2011-07-01	JNJ	16005
2011-10-01	JNJ	16255
2012-01-01	JNJ	16139
2012-04-01	JNJ	16475
2012-07-01	JNJ	17052
2012-10-01	JNJ	17558
2013-01-01	JNJ	17505
2013-04-01	JNJ	17877
2013-07-01	JNJ	17575
2013-10-01	JNJ	18355
2014-01-01	JNJ	18115
2014-04-01	JNJ	19495
2014-07-01	JNJ	18467
2014-10-01	JNJ	18254
2015-01-01	JNJ	17374
2015-04-01	JNJ	17787
2000-01-01	JPM	8769
2000-04-01	JPM	7899
2000-07-01	JPM	7723
2000-10-01	JPM	8543
2001-01-01	JPM	8325
2001-04-01	JPM	6871
2001-07-01	JPM	7349
2001-10-01	JPM	6577
2002-01-01	JPM	7598
2002-04-01	JPM	7574
2002-07-01	JPM	6947
2002-10-01	JPM	7495
2003-01-01	JPM	8406
2003-04-01	JPM	9034
2003-07-01	JPM	7748
2003-10-01	JPM	8068
2004-01-01	JPM	8977
2004-04-01	JPM	8631
2004-07-01	JPM	12505
2004-10-01	JPM	12225
2005-01-01	JPM	13647
2005-04-01	JPM	12548
2005-07-01	JPM	14265
2005-10-01	JPM	13482
2006-01-01	JPM	15236
2006-04-01	JPM	14940
2006-07-01	JPM	15545
2006-10-01	JPM	15631
2007-01-01	JPM	18968
2007-04-01	JPM	18908
2007-07-01	JPM	16112
2007-10-01	JPM	17384
2008-01-01	JPM	16890
2008-04-01	JPM	18399
2008-07-01	JPM	14737
2008-10-01	JPM	17226
2009-01-01	JPM	25025
2009-04-01	JPM	25623
2009-07-01	JPM	26622
2009-10-01	JPM	23164
2010-01-01	JPM	27671
2010-04-01	JPM	25101
2010-07-01	JPM	23824
2010-10-01	JPM	26098
2011-01-01	JPM	25221
2011-04-01	JPM	26779
2011-07-01	JPM	23763
2011-10-01	JPM	21471
2012-01-01	JPM	26052
2012-04-01	JPM	22180
2012-07-01	JPM	25146
2012-10-01	JPM	23653
2013-01-01	JPM	25122
2013-04-01	JPM	25211
2013-07-01	JPM	23117
2013-10-01	JPM	23156
2014-01-01	JPM	23215
2014-04-01	JPM	24454
2014-07-01	JPM	24246
2014-10-01	JPM	22512
2015-01-01	JPM	24066
2015-04-01	JPM	23812
2000-01-01	KO	4256
2000-04-01	KO	5487
2000-07-01	KO	5413
2000-10-01	KO	4733
2001-01-01	KO	4479
2001-04-01	KO	5293
2001-07-01	KO	4695
2001-10-01	KO	4238
2002-01-01	KO	4079
2002-04-01	KO	5368
2002-07-01	KO	5322
2002-10-01	KO	4795
2003-01-01	KO	4502
2003-04-01	KO	5695
2003-07-01	KO	5671
2003-10-01	KO	5176
2004-01-01	KO	5078
2004-04-01	KO	5914
2004-07-01	KO	5596
2004-10-01	KO	5204
2005-01-01	KO	5206
2005-04-01	KO	6310
2005-07-01	KO	6037
2005-10-01	KO	5551
2006-01-01	KO	5226
2006-04-01	KO	6476
2006-07-01	KO	6454
2006-10-01	KO	5932
2007-01-01	KO	6103
2007-04-01	KO	7733
2007-07-01	KO	7690
2007-10-01	KO	7331
2008-01-01	KO	7379
2008-04-01	KO	9046
2008-07-01	KO	8393
2008-10-01	KO	7126
2009-01-01	KO	7169
2009-04-01	KO	8267
2009-07-01	KO	8044
2009-10-01	KO	7510
2010-01-01	KO	7525
2010-04-01	KO	8674
2010-07-01	KO	8426
2010-10-01	KO	10494
2011-01-01	KO	10517
2011-04-01	KO	12737
2011-07-01	KO	12248
2011-10-01	KO	11040
2012-01-01	KO	11137
2012-04-01	KO	13085
2012-07-01	KO	12340
2012-10-01	KO	11455
2013-01-01	KO	11035
2013-04-01	KO	12749
2013-07-01	KO	12030
2013-10-01	KO	11040
2014-01-01	KO	10576
2014-04-01	KO	12574
2014-07-01	KO	11976
2014-10-01	KO	10872
2015-01-01	KO	10711
2015-04-01	KO	12156
2000-01-01	MCD	3344
2000-04-01	MCD	3561
2000-07-01	MCD	3749
2000-10-01	MCD	3590
2001-01-01	MCD	3512
2001-04-01	MCD	3708
2001-07-01	MCD	3880
2001-10-01	MCD	3772
2002-01-01	MCD	3598
2002-04-01	MCD	3863
2002-07-01	MCD	4047
2002-10-01	MCD	3900
2003-01-01	MCD	3800
2003-04-01	MCD	4281
2003-07-01	MCD	4505
2003-10-01	MCD	4556
2004-01-01	MCD	4400
2004-04-01	MCD	4729
