quarter_start	company_ticker	revenue
2004-07-01	MCD	4926
2004-10-01	MCD	4540
2005-01-01	MCD	4803
2005-04-01	MCD	5096
2005-07-01	MCD	5328
2005-10-01	MCD	3892
2006-01-01	MCD	4914
2006-04-01	MCD	5368
2006-07-01	MCD	5504
2006-10-01	MCD	5446
2007-01-01	MCD	5293
2007-04-01	MCD	5840
2007-07-01	MCD	5901
2007-10-01	MCD	5754
2008-01-01	MCD	5615
2008-04-01	MCD	6076
2008-07-01	MCD	6268
2008-10-01	MCD	5565
2009-01-01	MCD	5078
2009-04-01	MCD	5648
2009-07-01	MCD	6047
2009-10-01	MCD	5974
2010-01-01	MCD	5611
2010-04-01	MCD	5946
2010-07-01	MCD	6305
2010-10-01	MCD	6215
2011-01-01	MCD	6112
2011-04-01	MCD	6906
2011-07-01	MCD	7167
2011-10-01	MCD	6823
2012-01-01	MCD	6547
2012-04-01	MCD	6916
2012-07-01	MCD	7153
2012-10-01	MCD	6953
2013-01-01	MCD	6606
2013-04-01	MCD	7084
2013-07-01	MCD	7324
2013-10-01	MCD	7094
2014-01-01	MCD	6701
2014-04-01	MCD	7182
2014-07-01	MCD	6988
2014-10-01	MCD	6573
2015-01-01	MCD	5959
2015-04-01	MCD	6498
2000-01-01	MMM	4075
2000-04-01	MMM	4224
2000-07-01	MMM	4252
2000-10-01	MMM	4196
2001-01-01	MMM	4170
2001-04-01	MMM	4079
2001-07-01	MMM	3961
2001-10-01	MMM	3856
2002-01-01	MMM	3890
2002-04-01	MMM	4161
2002-07-01	MMM	4143
2002-10-01	MMM	4138
2003-01-01	MMM	4318
2003-04-01	MMM	4580
2003-07-01	MMM	4616
2003-10-01	MMM	4718
2004-01-01	MMM	4939
2004-04-01	MMM	5012
2004-07-01	MMM	4969
2004-10-01	MMM	5091
2005-01-01	MMM	5166
2005-04-01	MMM	5294
2005-07-01	MMM	5382
2005-10-01	MMM	5325
2006-01-01	MMM	5595
2006-04-01	MMM	5688
2006-07-01	MMM	5858
2006-10-01	MMM	5782
2007-01-01	MMM	5937
2007-04-01	MMM	6142
2007-07-01	MMM	6177
2007-10-01	MMM	6206
2008-01-01	MMM	6463
2008-04-01	MMM	6739
2008-07-01	MMM	6558
2008-10-01	MMM	5509
2009-01-01	MMM	5089
2009-04-01	MMM	5719
2009-07-01	MMM	6193
2009-10-01	MMM	6122
2010-01-01	MMM	6348
2010-04-01	MMM	6731
2010-07-01	MMM	6874
2010-10-01	MMM	6709
2011-01-01	MMM	7311
2011-04-01	MMM	7680
2011-07-01	MMM	7531
2011-10-01	MMM	7089
2012-01-01	MMM	7486
2012-04-01	MMM	7534
2012-07-01	MMM	7497
2012-10-01	MMM	7387
2013-01-01	MMM	7634
2013-04-01	MMM	7752
2013-07-01	MMM	7916
2013-10-01	MMM	7569
2014-01-01	MMM	7831
2014-04-01	MMM	8134
2014-07-01	MMM	8137
2014-10-01	MMM	7719
2015-01-01	MMM	7578
2015-04-01	MMM	7686
2000-01-01	MRK	8852
2000-04-01	MRK	9478
2000-07-01	MRK	10568
2000-10-01	MRK	11468
2001-01-01	MRK	11346
2001-04-01	MRK	11894
2001-07-01	MRK	11920
2001-10-01	MRK	-13958
2002-01-01	MRK	12170
2002-04-01	MRK	12810
2002-07-01	MRK	5427
2002-10-01	MRK	6058
2003-01-01	MRK	5572
2003-04-01	MRK	5526
2003-07-01	MRK	5762
2003-10-01	MRK	5628
2004-01-01	MRK	5631
2004-04-01	MRK	6022
2004-07-01	MRK	5539
2004-10-01	MRK	5783
2005-01-01	MRK	5363
2005-04-01	MRK	5468
2005-07-01	MRK	5417
2005-10-01	MRK	5766
2006-01-01	MRK	5410
2006-04-01	MRK	5772
2006-07-01	MRK	5411
2006-10-01	MRK	6045
2007-01-01	MRK	5770
2007-04-01	MRK	6112
2007-07-01	MRK	6075
2007-10-01	MRK	6243
2008-01-01	MRK	5823
2008-04-01	MRK	6052
2008-07-01	MRK	5944
2008-10-01	MRK	6033
2009-01-01	MRK	5386
2009-04-01	MRK	5900
2009-07-01	MRK	6050
2009-10-01	MRK	10094
2010-01-01	MRK	11422
2010-04-01	MRK	11346
2010-07-01	MRK	11125
2010-10-01	MRK	12094
2011-01-01	MRK	11580
2011-04-01	MRK	12151
2011-07-01	MRK	12022
2011-10-01	MRK	12294
2012-01-01	MRK	11731
2012-04-01	MRK	12311
2012-07-01	MRK	11488
2012-10-01	MRK	11737
2013-01-01	MRK	10671
2013-04-01	MRK	11010
2013-07-01	MRK	11032
2013-10-01	MRK	11320
2014-01-01	MRK	10264
2014-04-01	MRK	10934
2014-07-01	MRK	10557
2014-10-01	MRK	10482
2015-01-01	MRK	9425
2015-04-01	MRK	9785
2000-01-01	MSFT	5656
2000-04-01	MSFT	5804
2000-07-01	MSFT	5766
2000-10-01	MSFT	6550
2001-01-01	MSFT	6403
2001-04-01	MSFT	6577
2001-07-01	MSFT	6126
2001-10-01	MSFT	7741
2002-01-01	MSFT	7245
2002-04-01	MSFT	7253
2002-07-01	MSFT	7746
2002-10-01	MSFT	8541
2003-01-01	MSFT	7835
2003-04-01	MSFT	8065
2003-07-01	MSFT	8215
2003-10-01	MSFT	10153
2004-01-01	MSFT	9175
2004-04-01	MSFT	9292
2004-07-01	MSFT	9189
2004-10-01	MSFT	10818
2005-01-01	MSFT	9620
2005-04-01	MSFT	10161
2005-07-01	MSFT	9741
2005-10-01	MSFT	11837
2006-01-01	MSFT	10900
2006-04-01	MSFT	11804
2006-07-01	MSFT	10811
2006-10-01	MSFT	12542
2007-01-01	MSFT	14398
2007-04-01	MSFT	13371
2007-07-01	MSFT	13762
2007-10-01	MSFT	16367
2008-01-01	MSFT	14454
2008-04-01	MSFT	15837
2008-07-01	MSFT	15061
2008-10-01	MSFT	16629
2009-01-01	MSFT	13648
2009-04-01	MSFT	13099
2009-07-01	MSFT	12920
2009-10-01	MSFT	19022
2010-01-01	MSFT	14503
2010-04-01	MSFT	16039
2010-07-01	MSFT	16195
2010-10-01	MSFT	19953
2011-01-01	MSFT	16428
2011-04-01	MSFT	17367
2011-07-01	MSFT	17372
2011-10-01	MSFT	20885
2012-01-01	MSFT	17407
2012-04-01	MSFT	18059
2012-07-01	MSFT	16008
2012-10-01	MSFT	21456
2013-01-01	MSFT	20489
2013-04-01	MSFT	19896
2013-07-01	MSFT	18529
2013-10-01	MSFT	24519
2014-01-01	MSFT	20403
2014-04-01	MSFT	23382
2014-07-01	MSFT	23201
2014-10-01	MSFT	26470
2015-01-01	MSFT	21729
2015-04-01	MSFT	22180
2000-01-01	NKE	2162
2000-04-01	NKE	2273
2000-07-01	NKE	2637
2000-10-01	NKE	2199
2001-01-01	NKE	2171
2001-04-01	NKE	2484
2001-07-01	NKE	2614
2001-10-01	NKE	2337
2002-01-01	NKE	2261
2002-04-01	NKE	2683
2002-07-01	NKE	2797
2002-10-01	NKE	2515
2003-01-01	NKE	2401
2003-04-01	NKE	2986
2003-07-01	NKE	3025
2003-10-01	NKE	2838
2004-01-01	NKE	2904
2004-04-01	NKE	3488
2004-07-01	NKE	3562
2004-10-01	NKE	3149
2005-01-01	NKE	3309
2005-04-01	NKE	3722
2005-07-01	NKE	3862
2005-10-01	NKE	3475
2006-01-01	NKE	3613
2006-04-01	NKE	4006
2006-07-01	NKE	4195
2006-10-01	NKE	3822
2007-01-01	NKE	3927
2007-04-01	NKE	4384
2007-07-01	NKE	4656
2007-10-01	NKE	4340
2008-01-01	NKE	4545
2008-04-01	NKE	5088
2008-07-01	NKE	5433
2008-10-01	NKE	4591
2009-01-01	NKE	4441
2009-04-01	NKE	4713
2009-07-01	NKE	4799
2009-10-01	NKE	4405
2010-01-01	NKE	4733
2010-04-01	NKE	5077
2010-07-01	NKE	5175
2010-10-01	NKE	4842
2011-01-01	NKE	5079
2011-04-01	NKE	5021
2011-07-01	NKE	6081
2011-10-01	NKE	5546
2012-01-01	NKE	5656
2012-04-01	NKE	6236
2012-07-01	NKE	6474
2012-10-01	NKE	5955
2013-01-01	NKE	6187
2013-04-01	NKE	6697
2013-07-01	NKE	6971
2013-10-01	NKE	6431
2014-01-01	NKE	6972
2014-04-01	NKE	7425
2014-07-01	NKE	7982
2014-10-01	NKE	7380
2015-01-01	NKE	7460
2015-04-01	NKE	7779
2000-01-01	PFE	7161
2000-04-01	PFE	6989
2000-07-01	PFE	7158
2000-10-01	PFE	8047
2001-01-01	PFE	7645
2001-04-01	PFE	7686
2001-07-01	PFE	7824
2001-10-01	PFE	5995
2002-01-01	PFE	7747
2002-04-01	PFE	7296
2002-07-01	PFE	7996
2002-10-01	PFE	9255
2003-01-01	PFE	8525
2003-04-01	PFE	9900
2003-07-01	PFE	12348
2003-10-01	PFE	13982
2004-01-01	PFE	12487
2004-04-01	PFE	12274
2004-07-01	PFE	12831
2004-10-01	PFE	11395
2005-01-01	PFE	13091
2005-04-01	PFE	11452
2005-07-01	PFE	11263
2005-10-01	PFE	12547
2006-01-01	PFE	11747
2006-04-01	PFE	11741
2006-07-01	PFE	12280
2006-10-01	PFE	12603
2007-01-01	PFE	12474
2007-04-01	PFE	11084
2007-07-01	PFE	11990
2007-10-01	PFE	12870
2008-01-01	PFE	11848
2008-04-01	PFE	12129
2008-07-01	PFE	11973
2008-10-01	PFE	12346
2009-01-01	PFE	10867
2009-04-01	PFE	10984
2009-07-01	PFE	11621
2009-10-01	PFE	16537
2010-01-01	PFE	16576
2010-04-01	PFE	17132
2010-07-01	PFE	15995
2010-10-01	PFE	15462
2011-01-01	PFE	16502
2011-04-01	PFE	16485
2011-07-01	PFE	16609
2011-10-01	PFE	16141
2012-01-01	PFE	14885
2012-04-01	PFE	13968
2012-07-01	PFE	12953
2012-10-01	PFE	13891
2013-01-01	PFE	12410
2013-04-01	PFE	12973
2013-07-01	PFE	12643
2013-10-01	PFE	13558
2014-01-01	PFE	11353
2014-04-01	PFE	12773
2014-07-01	PFE	12361
2014-10-01	PFE	13118
2015-01-01	PFE	10864
2015-04-01	PFE	11853
2000-01-01	PG	9783
2000-04-01	PG	9661
2000-07-01	PG	9969
2000-10-01	PG	10182
2001-01-01	PG	9511
2001-04-01	PG	9582
2001-07-01	PG	9766
2001-10-01	PG	10403
2002-01-01	PG	9900
2002-04-01	PG	10169
2002-07-01	PG	10796
2002-10-01	PG	11005
2003-01-01	PG	10656
2003-04-01	PG	10920
2003-07-01	PG	12195
2003-10-01	PG	13221
2004-01-01	PG	13029
2004-04-01	PG	12962
2004-07-01	PG	13744
2004-10-01	PG	14452
2005-01-01	PG	14287
2005-04-01	PG	14258
2005-07-01	PG	14793
2005-10-01	PG	18337
2006-01-01	PG	17250
2006-04-01	PG	17842
2006-07-01	PG	18785
2006-10-01	PG	19725
2007-01-01	PG	18694
2007-04-01	PG	19272
2007-07-01	PG	20199
2007-10-01	PG	21038
2008-01-01	PG	20026
2008-04-01	PG	20885
2008-07-01	PG	20983
2008-10-01	PG	19763
2009-01-01	PG	17864
2009-04-01	PG	18084
2009-07-01	PG	19807
2009-10-01	PG	21027
2010-01-01	PG	19178
2010-04-01	PG	18926
2010-07-01	PG	20122
2010-10-01	PG	21347
2011-01-01	PG	19893
2011-04-01	PG	20451
2011-07-01	PG	21530
2011-10-01	PG	21744
2012-01-01	PG	20194
2012-04-01	PG	20212
2012-07-01	PG	20739
2012-10-01	PG	22175
2013-01-01	PG	20598
2013-04-01	PG	19069
2013-07-01	PG	20830
2013-10-01	PG	21099
2014-01-01	PG	19641
2014-04-01	PG	22148
2014-07-01	PG	20792
2014-10-01	PG	20161
2015-01-01	PG	18142
2015-04-01	PG	17790
2000-01-01	TRV	2146
2000-04-01	TRV	1971
2000-07-01	TRV	2031
2000-10-01	TRV	1583
2001-01-01	TRV	2162
2001-04-01	TRV	2163
2001-07-01	TRV	2225
2001-10-01	TRV	2381
2002-01-01	TRV	2334
2002-04-01	TRV	2344
2002-07-01	TRV	2297
2002-10-01	TRV	2055
2003-01-01	TRV	3603
2003-04-01	TRV	3749
2003-07-01	TRV	3746
2003-10-01	TRV	4041
2004-01-01	TRV	4127
2004-04-01	TRV	6060
2004-07-01	TRV	6129
2004-10-01	TRV	6228
2005-01-01	TRV	6105
2005-04-01	TRV	6037
2005-07-01	TRV	6042
2005-10-01	TRV	6181
2006-01-01	TRV	6050
2006-04-01	TRV	6255
2006-07-01	TRV	6316
2006-10-01	TRV	6469
2007-01-01	TRV	6427
2007-04-01	TRV	6573
2007-07-01	TRV	6526
2007-10-01	TRV	6491
2008-01-01	TRV	6232
2008-04-01	TRV	6295
2008-07-01	TRV	6145
2008-10-01	TRV	5805
2009-01-01	TRV	5735
2009-04-01	TRV	6162
2009-07-01	TRV	6327
2009-10-01	TRV	6456
2010-01-01	TRV	6119
2010-04-01	TRV	6179
2010-07-01	TRV	6482
2010-10-01	TRV	6332
2011-01-01	TRV	6278
2011-04-01	TRV	6388
2011-07-01	TRV	6407
2011-10-01	TRV	6373
2012-01-01	TRV	6392
2012-04-01	TRV	6359
2012-07-01	TRV	6512
2012-10-01	TRV	6477
2013-01-01	TRV	6328
2013-04-01	TRV	6674
2013-07-01	TRV	6452
2013-10-01	TRV	6737
2014-01-01	TRV	6708
2014-04-01	TRV	6785
2014-07-01	TRV	6886
2014-10-01	TRV	6783
2015-01-01	TRV	6626
2015-04-01	TRV	6706
2000-01-01	UNH	5099
2000-04-01	UNH	5220
2000-07-01	UNH	5369
2000-10-01	UNH	5434
2001-01-01	UNH	5680
2001-04-01	UNH	5813
2001-07-01	UNH	5941
2001-10-01	UNH	6020
2002-01-01	UNH	6013
2002-04-01	UNH	6078
2002-07-01	UNH	6247
2002-10-01	UNH	6682
2003-01-01	UNH	6975
2003-04-01	UNH	7087
2003-07-01	UNH	7238
2003-10-01	UNH	7523
2004-01-01	UNH	8144
2004-04-01	UNH	8704
2004-07-01	UNH	9859
2004-10-01	UNH	10511
2005-01-01	UNH	11164
2005-04-01	UNH	11379
2005-07-01	UNH	11613
2005-10-01	UNH	12286
2006-01-01	UNH	17581
2006-04-01	UNH	17863
2006-07-01	UNH	17970
2006-10-01	UNH	18128
2007-01-01	UNH	19047
2007-04-01	UNH	19000
2007-07-01	UNH	18679
2007-10-01	UNH	18705
2008-01-01	UNH	20304
2008-04-01	UNH	20272
2008-07-01	UNH	20156
2008-10-01	UNH	20454
2009-01-01	UNH	22004
2009-04-01	UNH	21655
2009-07-01	UNH	21695
2009-10-01	UNH	21784
2010-01-01	UNH	23193
2010-04-01	UNH	23264
2010-07-01	UNH	23668
2010-10-01	UNH	24030
2011-01-01	UNH	25432
2011-04-01	UNH	25234
2011-07-01	UNH	25280
2011-10-01	UNH	25916
2012-01-01	UNH	27282
2012-04-01	UNH	27265
2012-07-01	UNH	27302
2012-10-01	UNH	28769
2013-01-01	UNH	30340
2013-04-01	UNH	30408
2013-07-01	UNH	30624
2013-10-01	UNH	31117
2014-01-01	UNH	31708
2014-04-01	UNH	32574
2014-07-01	UNH	32759
2014-10-01	UNH	33433
2015-01-01	UNH	35756
2015-04-01	UNH	36263
2000-01-01	UTX	6307
2000-04-01	UTX	6871
2000-07-01	UTX	6339
2000-10-01	UTX	7066
2001-01-01	UTX	6671
2001-04-01	UTX	7332
2001-07-01	UTX	6920
2001-10-01	UTX	6974
2002-01-01	UTX	6374
2002-04-01	UTX	7324
2002-07-01	UTX	7299
2002-10-01	UTX	7215
2003-01-01	UTX	6702
2003-04-01	UTX	7790
2003-07-01	UTX	7954
2003-10-01	UTX	8588
2004-01-01	UTX	8646
2004-04-01	UTX	9622
2004-07-01	UTX	9339
2004-10-01	UTX	10385
2005-01-01	UTX	9407
2005-04-01	UTX	11152
2005-07-01	UTX	10905
2005-10-01	UTX	11261
2006-01-01	UTX	10615
2006-04-01	UTX	12264
2006-07-01	UTX	12163
2006-10-01	UTX	12787
2007-01-01	UTX	12278
2007-04-01	UTX	13904
2007-07-01	UTX	13863
2007-10-01	UTX	14714
2008-01-01	UTX	13958
2008-04-01	UTX	15944
2008-07-01	UTX	15085
2008-10-01	UTX	14770
2009-01-01	UTX	12249
2009-04-01	UTX	13196
2009-07-01	UTX	13375
2009-10-01	UTX	13605
2010-01-01	UTX	12040
2010-04-01	UTX	13802
2010-07-01	UTX	13620
2010-10-01	UTX	12813
2011-01-01	UTX	12680
2011-04-01	UTX	14469
2011-07-01	UTX	14235
2011-10-01	UTX	14377
2012-01-01	UTX	12416
2012-04-01	UTX	13807
2012-07-01	UTX	15042
2012-10-01	UTX	16443
2013-01-01	UTX	14399
2013-04-01	UTX	16006
2013-07-01	UTX	15462
2013-10-01	UTX	16759
2014-01-01	UTX	14745
2014-04-01	UTX	17191
2014-07-01	UTX	16168
2014-10-01	UTX	16996
2015-01-01	UTX	14541
2015-04-01	UTX	16333
2000-01-01	V	
2000-04-01	V	
2000-07-01	V	
2000-10-01	V	
2001-01-01	V	
2001-04-01	V	
2001-07-01	V	
2001-10-01	V	
2002-01-01	V	
2002-04-01	V	
2002-07-01	V	
2002-10-01	V	
2003-01-01	V	
2003-04-01	V	
2003-07-01	V	
2003-10-01	V	
2004-01-01	V	
2004-04-01	V	
2004-07-01	V	
2004-10-01	V	
2005-01-01	V	
2005-04-01	V	
2005-07-01	V	
2005-10-01	V	
2006-01-01	V	
2006-04-01	V	736
2006-07-01	V	745
2006-10-01	V	845
2007-01-01	V	813
2007-04-01	V	941
2007-07-01	V	991
2007-10-01	V	1488
2008-01-01	V	1453
2008-04-01	V	1613
2008-07-01	V	1709
2008-10-01	V	1739
2009-01-01	V	1647
2009-04-01	V	1646
2009-07-01	V	1879
2009-10-01	V	1960
2010-01-01	V	1959
2010-04-01	V	2029
2010-07-01	V	2117
2010-10-01	V	2238
2011-01-01	V	2245
2011-04-01	V	2322
2011-07-01	V	2383
2011-10-01	V	2547
2012-01-01	V	2578
2012-04-01	V	2565
2012-07-01	V	2731
2012-10-01	V	2846
2013-01-01	V	2958
2013-04-01	V	3001
2013-07-01	V	2973
2013-10-01	V	3155
2014-01-01	V	3163
2014-04-01	V	3155
2014-07-01	V	3229
2014-10-01	V	3382
2015-01-01	V	3409
2015-04-01	V	3518
2000-01-01	VZ	14532
2000-04-01	VZ	16769
2000-07-01	VZ	16533
2000-10-01	VZ	16873
2001-01-01	VZ	16266
2001-04-01	VZ	16909
2001-07-01	VZ	17004
2001-10-01	VZ	17011
2002-01-01	VZ	16430
2002-04-01	VZ	16752
2002-07-01	VZ	17113
2002-10-01	VZ	16906
2003-01-01	VZ	16490
2003-04-01	VZ	16829
2003-07-01	VZ	17063
2003-10-01	VZ	17198
2004-01-01	VZ	17056
2004-04-01	VZ	17758
2004-07-01	VZ	18206
2004-10-01	VZ	12731
2005-01-01	VZ	18179
2005-04-01	VZ	18053
2005-07-01	VZ	18486
2005-10-01	VZ	15297
2006-01-01	VZ	21231
2006-04-01	VZ	21886
2006-07-01	VZ	22459
2006-10-01	VZ	22606
2007-01-01	VZ	22584
2007-04-01	VZ	23273
2007-07-01	VZ	23772
2007-10-01	VZ	23840
2008-01-01	VZ	23833
2008-04-01	VZ	24124
2008-07-01	VZ	24752
2008-10-01	VZ	24645
2009-01-01	VZ	26591
2009-04-01	VZ	26861
2009-07-01	VZ	27265
2009-10-01	VZ	27091
2010-01-01	VZ	26913
2010-04-01	VZ	26773
2010-07-01	VZ	26484
2010-10-01	VZ	26395
2011-01-01	VZ	26990
2011-04-01	VZ	27536
2011-07-01	VZ	27913
2011-10-01	VZ	28436
2012-01-01	VZ	28242
2012-04-01	VZ	28552
2012-07-01	VZ	29007
2012-10-01	VZ	30045
2013-01-01	VZ	29420
2013-04-01	VZ	29786
2013-07-01	VZ	30279
2013-10-01	VZ	31065
2014-01-01	VZ	30818
2014-04-01	VZ	31483
2014-07-01	VZ	31586
2014-10-01	VZ	33192
2015-01-01	VZ	31984
2015-04-01	VZ	32224
2000-01-01	WMT	51394
2000-04-01	WMT	42985
2000-07-01	WMT	46112
2000-10-01	WMT	45676
2001-01-01	WMT	56556
2001-04-01	WMT	48052
2001-07-01	WMT	52799
2001-10-01	WMT	52738
2002-01-01	WMT	52235
2002-04-01	WMT	52126
2002-07-01	WMT	56781
2002-10-01	WMT	59330
2003-01-01	WMT	56638
2003-04-01	WMT	57224
2003-07-01	WMT	63232
2003-10-01	WMT	63035
2004-01-01	WMT	75190
2004-04-01	WMT	65443
2004-07-01	WMT	70459
2004-10-01	WMT	69282
2005-01-01	WMT	79078
2005-04-01	WMT	70908
2005-07-01	WMT	75932
2005-10-01	WMT	75397
2006-01-01	WMT	89252
2006-04-01	WMT	79676
2006-07-01	WMT	84524
2006-10-01	WMT	84467
2007-01-01	WMT	98796
2007-04-01	WMT	86410
2007-07-01	WMT	92999
2007-10-01	WMT	91865
2008-01-01	WMT	107343
2008-04-01	WMT	94940
2008-07-01	WMT	102342
2008-10-01	WMT	98345
2009-01-01	WMT	108747
2009-04-01	WMT	94242
2009-07-01	WMT	100876
2009-10-01	WMT	99373
2010-01-01	WMT	113622
2010-04-01	WMT	99811
2010-07-01	WMT	103726
2010-10-01	WMT	101952
2011-01-01	WMT	116360
2011-04-01	WMT	104189
2011-07-01	WMT	109366
2011-10-01	WMT	110226
2012-01-01	WMT	123169
2012-04-01	WMT	113010
2012-07-01	WMT	114282
2012-10-01	WMT	113800
2013-01-01	WMT	127776
2013-04-01	WMT	114070
2013-07-01	WMT	116830
2013-10-01	WMT	115688
2014-01-01	WMT	129706
2014-04-01	WMT	114960
2014-07-01	WMT	120125
2014-10-01	WMT	119001
2015-01-01	WMT	131565
2015-04-01	WMT	114826
2000-01-01	XOM	47780
2000-04-01	XOM	49479
2000-07-01	XOM	52178
2000-10-01	XOM	82409
2001-01-01	XOM	57300
2001-04-01	XOM	56184
2001-07-01	XOM	56448
2001-10-01	XOM	47188
2002-01-01	XOM	43393
2002-04-01	XOM	50804
2002-07-01	XOM	54098
2002-10-01	XOM	56211
2003-01-01	XOM	63780
2003-04-01	XOM	57165
2003-07-01	XOM	59841
2003-10-01	XOM	65952
2004-01-01	XOM	67602
2004-04-01	XOM	70693
2004-07-01	XOM	76375
2004-10-01	XOM	83365
2005-01-01	XOM	82051
2005-04-01	XOM	88568
2005-07-01	XOM	100717
2005-10-01	XOM	99344
2006-01-01	XOM	88980
2006-04-01	XOM	99034
2006-07-01	XOM	99593
2006-10-01	XOM	90028
2007-01-01	XOM	87223
2007-04-01	XOM	98350
2007-07-01	XOM	102337
2007-10-01	XOM	116642
2008-01-01	XOM	116854
2008-04-01	XOM	138072
2008-07-01	XOM	137737
2008-10-01	XOM	84696
2009-01-01	XOM	64028
2009-04-01	XOM	74457
2009-07-01	XOM	82260
2009-10-01	XOM	89841
2010-01-01	XOM	90251
2010-04-01	XOM	92486
2010-07-01	XOM	95298
2010-10-01	XOM	105186
2011-01-01	XOM	114004
2011-04-01	XOM	125486
2011-07-01	XOM	125330
2011-10-01	XOM	121609
2012-01-01	XOM	124053
2012-04-01	XOM	127363
2012-07-01	XOM	115141
2012-10-01	XOM	114699
2013-01-01	XOM	108357
2013-04-01	XOM	106666
2013-07-01	XOM	112372
2013-10-01	XOM	110860
2014-01-01	XOM	106325
2014-04-01	XOM	111647
2014-07-01	XOM	107490
2014-10-01	XOM	86029
2015-01-01	XOM	67618
2015-04-01	XOM	74113
